capture_us,arm_x,arm_z,claw
1787986344611838,0,0,128
1787986344631822,0,0,128
1787986344652454,0,0,128
1787986344671963,0,0,128
1787986344691475,0,0,128
1787986344712468,0,0,128
1787986344731619,0,0,128
1787986344751873,0,0,128
1787986344771898,0,0,128
1787986344791888,0,0,128
1787986344811838,0,0,128
1787986344832132,0,0,128
1787986344851827,0,0,128
1787986344872109,0,0,128
1787986344892312,0,0,128
1787986344911728,0,0,128
1787986344932499,0,0,128
1787986344952220,0,0,128
1787986344972279,0,0,128
1787986344992117,0,0,128
1787986345012458,0,0,128
1787986345032583,0,0,128
1787986345052032,0,0,128
1787986345071771,0,0,128
1787986345091598,0,0,128
1787986345112048,0,0,128
1787986345132304,0,0,128
1787986345152010,0,0,128
1787986345171797,0,0,128
1787986345192038,0,0,128
1787986345211934,0,0,128
1787986345232353,0,0,128
1787986345251946,0,0,128
