capture_us,arm_x,arm_z,claw
1787986345271591,0,0,128
1787986345292188,0,0,128
1787986345311994,0,0,128
1787986345332172,0,0,128
1787986345352210,0,0,128
1787986345372306,0,0,128
1787986345392084,0,0,128
1787986345411631,0,0,128
1787986345431629,0,0,128
1787986345451902,0,0,128
1787986345471715,0,0,128
1787986345492468,0,0,128
1787986345512287,0,0,128
1787986345531847,0,0,128
1787986345551896,0,0,128
1787986345572173,0,0,128
1787986345591627,0,0,128
1787986345611728,0,0,128
1787986345632002,0,0,128
1787986345652233,0,0,128
1787986345672547,0,0,128
1787986345692513,0,0,128
1787986345711965,0,0,128
1787986345732065,0,0,128
1787986345751541,0,0,128
1787986345774939,0,0,128
1787986345791694,0,0,128
1787986345812121,0,0,128
1787986345832472,0,0,128
1787986345852127,0,0,128
1787986345871731,0,0,128
1787986345892244,0,0,128
1787986345911798,0,0,128
1787986345932150,0,0,128
1787986345952371,0,0,128
1787986345971759,0,0,128
1787986345991681,0,0,128
1787986346012120,0,0,128
1787986346032195,0,0,128
1787986346051524,0,0,128
1787986346072141,0,0,128
1787986346091725,0,0,128
1787986346112037,0,0,128
1787986346131935,0,0,128
1787986346151997,0,0,128
1787986346171884,0,0,128
1787986346191994,0,0,128
1787986346212126,0,0,128
1787986346232116,0,0,128
1787986346251895,0,0,128
1787986346271734,0,0,128
1787986346291494,0,0,128
1787986346312426,0,0,128
1787986346331911,0,0,128
1787986346352147,0,0,128
1787986346372108,0,0,128
1787986346392459,0,0,128
1787986346411690,0,0,128
1787986346432042,0,0,128
1787986346452221,0,0,128
1787986346471796,0,0,128
1787986346491783,0,0,128
1787986346511413,0,0,128
1787986346532246,0,0,128
1787986346551912,0,0,128
1787986346572463,0,0,128
1787986346592495,0,0,128
1787986346611960,0,0,128
1787986346632272,0,0,128
1787986346652028,0,0,128
1787986346672241,0,0,128
1787986346691669,0,0,128
1787986346712166,0,0,128
1787986346731774,0,0,128
1787986346752257,0,0,128
1787986346771805,0,0,128
1787986346793546,0,0,128
1787986346811746,0,0,128
1787986346832378,0,0,128
1787986346852092,0,0,128
1787986346871916,0,0,128
1787986346892159,0,0,128
1787986346911853,0,0,128
1787986346932163,0,0,128
1787986346951523,0,0,128
1787986346972428,0,0,128
1787986346992410,0,0,128
1787986347011606,0,0,128
1787986347032318,0,0,128
1787986347051985,0,0,128
1787986347072114,0,0,128
1787986347092227,0,0,128
1787986347112407,0,0,128
1787986347132090,0,0,128
1787986347152257,0,0,128
1787986347171836,0,0,128
1787986347192313,0,0,128
1787986347211802,0,0,128
1787986347232602,0,0,128
1787986347252181,0,0,128
1787986347278494,0,0,128
1787986347299617,0,0,128
1787986347320305,0,0,128
1787986347340430,0,0,128
1787986347360062,0,0,128
1787986347380203,0,0,128
1787986347400408,0,0,128
1787986347420515,0,0,128
1787986347439694,0,0,128
1787986347461193,0,0,128
1787986347479456,0,0,128
1787986347500303,0,0,128
1787986347520410,0,0,128
1787986347539971,0,0,128
1787986347560349,0,0,128
1787986347579519,0,0,128
1787986347600060,0,0,128
1787986347619906,0,0,128
1787986347639445,0,0,128
1787986347660056,0,0,128
1787986347680466,0,0,128
1787986347700535,0,0,128
1787986347720059,0,0,128
1787986347739733,0,0,128
1787986347760145,0,0,128
1787986347785026,0,0,128
1787986347806141,0,0,128
1787986347826492,0,0,128
1787986347845495,0,0,128
1787986347865581,0,0,128
1787986347885746,0,0,128
1787986347906035,0,0,128
1787986347925773,0,0,128
1787986347946238,0,0,128
1787986347966348,0,0,128
1787986347985850,0,0,128
1787986348005613,0,0,128
1787986348025642,0,0,128
1787986348046317,0,0,128
1787986348066340,0,0,128
1787986348085742,0,0,128
1787986348106326,0,0,128
1787986348125777,0,0,128
1787986348146385,0,0,128
1787986348166365,0,0,128
1787986348186416,0,0,128
1787986348205832,0,0,128
1787986348226280,0,0,128
1787986348248240,0,0,128
1787986348266284,0,0,128
1787986348286319,0,0,128
1787986348305945,0,0,128
1787986348325716,0,0,128
1787986348346040,0,0,128
1787986348365833,0,0,128
1787986348386225,0,0,128
1787986348406273,0,0,128
1787986348426329,0,0,128
1787986348445655,0,0,128
1787986348466341,0,0,128
1787986348491282,0,0,128
1787986348512197,0,0,128
1787986348532309,0,0,128
1787986348551716,0,0,128
1787986348571543,0,0,128
1787986348591864,0,0,128
1787986348612476,0,0,128
1787986348631821,0,0,128
1787986348651931,0,0,128
1787986348671623,0,0,128
1787986348692244,0,0,128
1787986348712477,0,0,128
1787986348732290,0,0,128
1787986348752401,0,0,128
1787986348771648,0,0,128
1787986348792147,0,0,128
1787986348812231,0,0,128
1787986348843393,0,0,128
1787986348864299,0,0,128
1787986348884102,0,0,128
1787986348904605,0,0,128
1787986348924203,0,0,128
1787986348943693,0,0,128
1787986348963833,0,0,128
1787986348983743,0,0,128
1787986349004384,0,0,128
1787986349024373,0,0,128
1787986349044243,0,0,128
1787986349064205,0,0,128
1787986349084462,0,0,128
1787986349103859,0,0,128
1787986349124473,0,0,128
1787986349143592,0,0,128
1787986349164531,0,0,128
1787986349183998,0,0,128
1787986349203623,0,0,128
1787986349224096,0,0,128
1787986349243783,0,0,128
1787986349263906,0,0,128
1787986349284170,0,0,128
1787986349304094,0,0,128
1787986349324105,0,0,128
1787986349344057,0,0,128
1787986349363637,0,0,128
1787986349384341,0,0,128
1787986349403565,0,0,128
1787986349424393,0,0,128
1787986349444082,0,0,128
1787986349463817,0,0,128
1787986349484534,0,0,128
1787986349503879,0,0,128
1787986349523803,0,0,128
1787986349544209,0,0,128
1787986349563880,0,0,128
1787986349584289,0,0,128
1787986349604463,0,0,128
1787986349623879,0,0,128
1787986349644494,0,0,128
1787986349664189,0,0,128
1787986349684370,0,0,128
1787986349704154,0,0,128
1787986349724197,0,0,128
1787986349743433,0,0,128
1787986349763801,0,0,128
1787986349784643,0,0,128
1787986349804066,0,0,128
1787986349824082,0,0,128
1787986349844315,0,0,128
1787986349863638,0,0,128
1787986349884044,0,0,128
1787986349903714,0,0,128
1787986349923785,0,0,128
1787986349943580,0,0,128
1787986349963683,0,0,128
1787986349983817,0,0,128
1787986350003524,0,0,128
1787986350024035,0,0,128
1787986350044312,0,0,128
1787986350064106,0,0,128
1787986350083908,0,0,128
1787986350103954,0,0,128
1787986350123669,0,0,128
1787986350144015,0,0,128
1787986350163773,0,0,128
1787986350183868,0,0,128
1787986350204071,0,0,128
1787986350224540,0,0,128
1787986350244217,0,0,128
1787986350263973,0,0,128
1787986350283776,0,0,128
1787986350304352,0,0,128
1787986350323579,0,0,128
1787986350343725,0,0,128
1787986350363970,0,0,128
1787986350384631,0,0,128
1787986350404453,0,0,128
1787986350424551,0,0,128
1787986350443722,0,0,128
1787986350464152,0,0,128
1787986350483755,0,0,128
1787986350504366,0,0,128
1787986350523930,0,0,128
1787986350543560,0,0,128
1787986350563656,0,0,128
1787986350583746,0,0,128
1787986350604402,0,0,128
1787986350624497,0,0,128
1787986350644017,0,0,128
1787986350663610,0,0,128
1787986350683955,0,0,128
1787986350704392,0,0,128
1787986350724552,0,0,128
1787986350743954,0,0,128
1787986350763528,0,0,128
1787986350783888,0,0,128
1787986350803639,0,0,128
1787986350824101,0,0,128
1787986350843851,0,0,128
1787986350864227,0,0,128
1787986350883975,0,0,128
1787986350904538,0,0,128
1787986350923570,0,0,128
1787986350944389,0,0,128
1787986350964085,0,0,128
1787986350984231,0,0,128
1787986351003532,0,0,128
1787986351024035,0,0,128
1787986351044454,0,0,128
1787986351063840,0,0,128
1787986351083852,0,0,128
1787986351103527,0,0,128
1787986351124063,0,0,128
1787986351143884,0,0,128
1787986351163499,0,0,128
1787986351183646,0,0,128
1787986351204320,0,0,128
1787986351224282,0,0,128
1787986351243926,0,0,128
1787986351264566,0,0,128
1787986351283543,0,0,128
1787986351303790,0,0,128
1787986351324030,0,0,128
1787986351343560,0,0,128
1787986351363865,0,0,128
1787986351384351,0,0,128
1787986351404401,0,0,128
1787986351424163,0,0,128
1787986351444010,0,0,128
1787986351463975,0,0,128
1787986351484232,0,0,128
1787986351503707,0,0,128
1787986351523681,0,0,128
1787986351544316,0,0,128
1787986351563932,0,0,128
1787986351584225,0,0,128
1787986351603838,0,0,128
1787986351624291,0,0,128
1787986351644543,0,0,128
1787986351663941,0,0,128
1787986351684328,0,0,128
1787986351704226,0,0,128
1787986351723547,0,0,128
1787986351743691,0,0,128
1787986351764189,0,0,128
1787986351784338,0,0,128
1787986351803550,0,0,128
1787986351824216,0,0,128
1787986351843933,0,0,128
1787986351863469,0,0,128
1787986351884418,0,0,128
1787986351903857,0,0,128
1787986351923916,0,0,128
1787986351944433,0,0,128
1787986351963518,0,0,128
1787986351983819,0,0,128
1787986352003814,0,0,128
1787986352024155,0,0,128
1787986352044001,0,0,128
1787986352063870,0,0,128
1787986352083717,0,0,128
1787986352103433,0,0,128
1787986352123991,0,0,128
1787986352144033,0,0,128
1787986352163552,0,0,128
1787986352184208,0,0,128
1787986352203624,0,0,128
1787986352223727,0,0,128
1787986352243681,0,0,128
1787986352263985,0,0,128
1787986352284148,0,0,128
1787986352304265,0,0,128
1787986352323508,0,0,128
1787986352344284,0,0,128
1787986352364472,0,0,128
1787986352383547,0,0,128
1787986352404043,0,0,128
1787986352423467,0,0,128
1787986352443465,0,0,128
1787986352463841,0,0,128
1787986352483650,0,0,128
1787986352504593,0,0,128
1787986352523875,0,0,128
1787986352544102,0,0,128
1787986352563511,0,0,128
1787986352583860,0,0,128
1787986352604297,0,0,128
1787986352623980,0,0,128
1787986352644263,0,0,128
1787986352664399,0,0,128
1787986352684445,0,0,128
1787986352704543,0,0,128
1787986352723628,70,-10,128
1787986352744740,70,-10,128
1787986352763806,70,-10,128
1787986352783973,70,-10,128
1787986352803853,70,-10,128
1787986352823539,70,-10,128
1787986352843940,70,-10,128
1787986352863792,70,-10,128
1787986352883526,70,-10,128
1787986352904206,70,-10,128
1787986352924504,70,-10,128
1787986352943786,70,-10,128
1787986352964205,70,-10,128
1787986352983527,70,-10,128
1787986353004241,70,-10,128
1787986353024215,70,-10,128
1787986353044475,70,-10,128
1787986353063936,70,-10,128
1787986353084223,70,-10,128
1787986353103635,70,-10,128
1787986353124573,70,-10,128
1787986353144513,70,-10,128
1787986353164620,70,-10,128
1787986353184106,70,-10,128
1787986353203498,70,-10,128
1787986353223621,70,-10,128
1787986353243816,70,-10,128
1787986353263784,70,-10,128
1787986353284486,70,-10,128
1787986353304452,70,-10,128
1787986353323721,70,-10,128
1787986353343790,70,-10,128
1787986353363523,70,-10,128
1787986353384157,70,-10,128
1787986353403627,70,-10,128
1787986353424417,70,-10,128
1787986353444562,70,-10,128
1787986353464600,70,-10,128
1787986353484228,70,-10,128
1787986353504114,70,-10,128
1787986353524272,70,-10,128
1787986353543469,70,-10,128
1787986353564256,70,-10,128
1787986353583964,70,-10,128
1787986353603534,70,-10,128
1787986353623878,70,-10,128
1787986353644045,70,-10,128
1787986353664547,70,-10,128
1787986353683831,70,-10,128
1787986353704081,70,-10,128
1787986353724416,70,-10,128
1787986353744439,70,-10,128
1787986353764076,70,-10,128
1787986353784529,70,-10,128
1787986353803580,70,-10,128
1787986353824146,70,-10,128
1787986353843591,70,-10,128
1787986353863732,70,-10,128
1787986353884250,70,-10,128
1787986353904412,70,-10,128
1787986353923913,70,-10,128
1787986353943680,70,-10,128
1787986353963808,70,-10,128
1787986353983634,70,-10,128
1787986354004364,70,-10,128
1787986354023623,70,-10,128
1787986354043736,70,-10,128
1787986354063861,70,-10,128
1787986354084097,70,-10,128
1787986354103878,70,-10,128
1787986354124298,70,-10,128
1787986354144343,70,-10,128
1787986354164015,70,-10,128
1787986354184539,70,-10,128
1787986354203840,70,-10,128
1787986354224631,70,-10,128
1787986354244229,70,-10,128
1787986354263845,70,-10,128
1787986354284320,70,-10,128
1787986354303856,70,-10,128
1787986354324264,70,-10,128
1787986354344301,70,-10,128
1787986354364122,70,-10,128
1787986354383674,70,-10,128
1787986354403988,70,-10,128
1787986354424228,70,-10,128
1787986354444575,80,-10,128
1787986354463651,80,-10,128
1787986354483655,80,-10,128
1787986354504099,80,-10,128
1787986354523727,80,-10,128
1787986354544180,80,-10,128
1787986354563941,80,-10,128
1787986354583916,80,-10,128
1787986354604521,80,-10,128
1787986354624373,80,-10,128
1787986354643659,80,-10,128
1787986354664438,80,-10,128
1787986354684511,80,-10,128
1787986354704375,80,-10,128
1787986354723735,80,-10,128
1787986354744328,80,-10,128
1787986354763893,80,-10,128
1787986354783931,80,-10,128
1787986354804594,80,-10,128
1787986354824622,80,-10,128
1787986354843635,80,-10,128
1787986354864076,80,-10,128
1787986354884269,80,-10,128
1787986354903963,80,-10,128
1787986354924031,80,-10,128
1787986354944409,80,-10,128
1787986354963903,80,-10,128
1787986354983746,80,-10,128
1787986355003774,80,-10,128
1787986355024153,80,-10,128
1787986355044517,80,-10,128
1787986355064185,80,-10,128
1787986355083834,80,-10,128
1787986355104032,80,-10,128
1787986355124482,80,-10,128
1787986355144272,80,-10,128
1787986355163709,80,-10,128
1787986355184267,80,-10,128
1787986355204235,80,-10,128
1787986355224286,80,-10,128
1787986355244317,80,-10,128
1787986355264567,80,-10,128
1787986355284397,80,-10,128
1787986355303501,80,-10,128
1787986355323865,80,-10,128
1787986355343638,80,-10,128
1787986355364023,80,-10,128
1787986355384049,80,-10,128
1787986355403769,80,-10,128
1787986355424244,80,-10,128
1787986355443720,80,-10,128
1787986355463946,80,-10,128
1787986355484291,80,-10,128
1787986355504397,80,-10,128
1787986355523591,80,-10,128
1787986355543860,80,-10,128
1787986355564104,80,-10,128
1787986355583602,80,-10,128
1787986355603937,80,-10,128
1787986355624242,80,-10,128
1787986355644128,80,-10,128
1787986355663739,80,-10,128
1787986355683962,80,-10,128
1787986355704176,80,-10,128
1787986355724456,80,-10,128
1787986355743745,80,-20,128
1787986355764204,80,-20,128
1787986355783523,80,-20,128
1787986355803723,80,-20,128
1787986355823785,80,-20,128
1787986355843830,80,-20,128
1787986355863799,80,-20,128
1787986355884170,80,-20,128
1787986355903584,80,-20,128
1787986355924417,80,-20,128
1787986355944358,80,-20,128
1787986355963565,80,-20,128
1787986355983902,80,-20,128
1787986356003619,80,-20,128
1787986356023980,80,-20,128
1787986356043956,80,-20,128
1787986356063657,80,-20,128
1787986356084117,80,-20,128
1787986356103726,80,-20,128
1787986356123823,80,-20,128
1787986356143916,80,-20,128
1787986356163672,80,-20,128
1787986356183564,80,-20,128
1787986356203411,80,-20,128
1787986356223699,80,-20,128
1787986356244162,80,-20,128
1787986356263699,80,-20,128
1787986356284260,80,-30,128
1787986356304414,80,-30,128
1787986356323753,80,-30,128
1787986356344563,80,-30,128
1787986356364402,80,-30,128
1787986356384214,80,-30,128
1787986356403723,80,-30,128
1787986356424072,80,-30,128
1787986356444285,80,-30,128
1787986356463795,80,-30,128
1787986356484318,80,-30,128
1787986356503731,80,-30,128
1787986356524157,80,-30,128
1787986356544321,80,-30,128
1787986356564058,80,-30,128
1787986356584140,80,-30,128
1787986356604546,80,-30,128
1787986356624111,80,-40,128
1787986356644259,80,-40,128
1787986356663669,80,-40,128
1787986356683676,80,-40,128
1787986356704015,80,-40,128
1787986356724558,80,-40,128
1787986356743652,80,-40,128
1787986356764041,80,-40,128
1787986356783613,80,-40,128
1787986356804176,80,-40,128
1787986356823600,80,-40,128
1787986356843687,80,-40,128
1787986356864002,80,-40,128
1787986356884550,80,-40,128
1787986356903658,80,-40,128
1787986356924463,80,-40,128
1787986356943472,90,-40,128
1787986356964104,90,-40,128
1787986356983924,90,-40,128
1787986357003760,90,-40,128
1787986357024370,90,-40,128
1787986357044160,90,-40,128
1787986357063822,90,-40,128
1787986357084047,90,-40,128
1787986357104027,90,-40,128
1787986357124248,90,-40,128
1787986357144358,90,-40,128
1787986357163660,90,-40,128
1787986357183537,90,-40,128
1787986357204013,90,-40,128
1787986357223487,90,-40,128
1787986357244399,90,-40,128
1787986357264427,90,-40,128
1787986357284060,100,-40,128
1787986357304031,100,-40,128
1787986357323949,100,-40,128
1787986357343605,100,-40,128
1787986357364395,100,-40,128
1787986357384479,100,-40,128
1787986357404421,100,-40,128
1787986357423494,100,-40,128
1787986357444032,100,-40,128
1787986357464080,100,-40,128
1787986357483912,100,-40,128
1787986357503892,100,-40,128
1787986357523788,100,-40,128
1787986357543724,100,-40,128
1787986357564210,100,-40,128
1787986357584066,100,-40,128
1787986357603542,100,-40,128
1787986357623936,100,-40,128
1787986357643563,100,-40,128
1787986357664172,110,-40,128
1787986357683908,110,-40,128
1787986357704108,110,-40,128
1787986357723523,110,-40,128
1787986357743832,110,-40,128
1787986357764550,110,-40,128
1787986357783771,110,-40,128
1787986357803785,110,-40,128
1787986357824092,110,-40,128
1787986357843545,110,-40,128
1787986357864148,110,-40,128
1787986357883631,110,-40,128
1787986357904186,110,-40,128
1787986357923468,110,-40,128
1787986357943806,110,-40,128
1787986357964467,110,-40,128
1787986357984181,110,-40,128
1787986358003881,110,-40,128
1787986358024241,110,-40,128
1787986358044508,110,-40,128
1787986358063683,110,-40,128
1787986358084263,110,-40,128
1787986358104106,110,-50,128
1787986358124478,110,-50,128
1787986358143652,110,-50,128
1787986358163482,110,-50,128
1787986358184272,110,-50,128
1787986358204242,110,-50,128
1787986358224106,110,-50,128
1787986358244174,110,-50,128
1787986358264174,110,-50,128
1787986358283727,110,-50,128
1787986358303812,110,-50,128
1787986358324034,110,-60,128
1787986358344341,110,-60,128
1787986358363745,110,-60,128
1787986358383582,110,-60,128
1787986358403916,110,-60,128
1787986358424456,110,-60,128
1787986358443701,110,-60,128
1787986358463659,110,-60,128
1787986358484267,110,-60,128
1787986358503878,110,-60,128
1787986358524482,110,-60,128
1787986358544686,110,-60,128
1787986358564551,110,-60,128
1787986358583939,110,-60,128
1787986358603800,110,-60,128
1787986358623976,110,-60,128
1787986358644459,110,-60,128
1787986358663519,110,-60,128
1787986358684206,110,-60,128
1787986358704196,110,-60,128
1787986358724417,110,-60,128
1787986358743851,110,-60,128
1787986358764350,110,-60,128
1787986358784020,110,-60,128
1787986358803977,110,-60,128
1787986358823811,110,-60,128
1787986358844297,110,-60,128
1787986358863721,110,-60,128
1787986358883624,110,-60,128
1787986358904492,110,-60,128
1787986358924390,110,-60,128
1787986358943730,110,-60,128
1787986358963967,110,-60,128
1787986358983812,110,-60,128
1787986359004132,110,-60,128
1787986359024265,110,-60,128
1787986359043790,110,-60,128
1787986359064520,110,-60,128
1787986359083898,110,-60,128
1787986359103983,110,-60,128
1787986359124229,110,-60,128
1787986359143831,110,-60,128
1787986359164457,110,-60,128
1787986359183873,110,-60,128
1787986359204542,110,-60,128
1787986359224267,110,-60,128
1787986359243494,110,-60,128
1787986359264212,110,-60,128
1787986359284052,110,-60,128
1787986359304089,110,-60,128
1787986359324253,110,-60,128
1787986359343718,110,-60,128
1787986359363707,110,-60,128
1787986359384012,110,-60,128
1787986359403678,110,-60,128
1787986359424013,110,-60,128
1787986359444285,110,-60,128
1787986359463695,110,-60,128
1787986359485671,110,-60,128
1787986359504491,110,-60,128
1787986359524153,110,-60,128
1787986359543675,110,-60,128
1787986359564433,110,-60,128
1787986359583829,110,-60,128
1787986359604310,110,-60,128
1787986359623917,110,-60,128
1787986359643876,110,-60,128
1787986359664464,110,-60,128
1787986359684389,110,-60,128
1787986359704027,110,-60,128
1787986359724059,110,-60,128
1787986359744186,110,-60,128
1787986359763832,110,-60,128
1787986359784473,110,-60,128
1787986359803818,110,-60,128
1787986359824602,110,-60,128
1787986359844102,110,-60,128
1787986359863703,110,-60,128
1787986359884371,110,-60,128
1787986359903999,110,-60,128
1787986359923461,110,-60,128
1787986359944437,110,-60,128
1787986359963858,110,-60,128
1787986359983899,110,-60,128
1787986360004407,110,-60,128
1787986360024282,110,-60,128
1787986360043520,110,-60,128
1787986360064116,110,-60,128
1787986360083920,110,-60,128
1787986360104257,110,-60,128
1787986360124002,110,-60,128
1787986360144432,110,-60,128
1787986360164356,110,-60,128
1787986360184285,110,-60,128
1787986360203882,110,-60,128
1787986360224257,110,-60,128
1787986360243670,110,-60,128
1787986360264047,110,-60,128
1787986360283992,110,-60,128
1787986360303790,110,-60,128
1787986360324239,110,-60,128
1787986360344307,110,-60,128
1787986360363845,110,-60,128
1787986360384317,110,-60,128
1787986360404359,110,-60,128
1787986360423495,110,-60,128
1787986360444309,110,-60,128
1787986360464400,110,-60,128
1787986360483546,110,-60,128
1787986360503952,110,-60,128
1787986360523613,110,-60,128
1787986360544217,110,-60,128
1787986360563834,110,-60,128
1787986360584311,110,-60,128
1787986360604114,110,-60,128
1787986360623903,110,-60,128
1787986360644069,110,-60,128
1787986360664419,110,-60,128
1787986360683822,110,-60,128
1787986360703949,110,-60,128
1787986360724383,110,-60,128
1787986360743943,110,-60,128
1787986360763610,110,-60,128
1787986360784528,110,-60,128
1787986360804518,110,-60,128
1787986360824007,110,-60,128
1787986360843751,110,-60,128
1787986360863935,110,-60,128
1787986360884083,110,-60,128
1787986360904419,110,-60,128
1787986360924065,110,-60,128
1787986360944422,110,-60,128
1787986360964144,110,-60,128
1787986360984058,110,-60,128
1787986361004061,110,-60,128
1787986361024227,110,-60,128
1787986361044069,110,-60,128
1787986361064487,110,-60,128
1787986361083864,110,-60,128
1787986361104363,110,-60,128
1787986361124174,110,-60,128
1787986361143452,110,-60,128
1787986361164558,110,-60,128
1787986361183648,110,-60,128
1787986361203907,110,-60,128
1787986361224024,110,-60,128
1787986361243584,110,-60,128
1787986361264434,110,-60,128
1787986361284320,110,-60,128
1787986361303681,110,-60,128
1787986361324207,110,-60,128
1787986361344189,110,-60,128
1787986361363604,110,-60,128
1787986361384585,110,-60,128
1787986361404248,110,-60,128
1787986361424158,110,-60,128
1787986361444410,110,-60,128
1787986361464261,110,-60,128
1787986361483851,110,-60,128
1787986361504269,110,-60,128
1787986361524194,110,-60,128
1787986361543474,110,-60,128
1787986361564195,110,-60,128
1787986361583595,110,-60,128
1787986361603746,110,-60,128
1787986361624040,110,-60,128
1787986361644021,110,-60,128
1787986361663711,110,-60,128
1787986361683618,110,-60,128
1787986361704277,110,-60,128
1787986361723759,110,-60,128
1787986361743493,110,-60,128
1787986361763671,110,-60,128
1787986361784412,110,-60,128
1787986361803773,110,-60,128
1787986361823741,110,-60,128
1787986361843974,110,-60,128
1787986361864085,110,-60,128
1787986361884492,110,-60,128
1787986361904543,110,-60,128
1787986361923869,110,-60,128
1787986361944573,110,-60,128
1787986361963855,110,-60,128
1787986361984049,110,-60,128
1787986362004324,110,-60,128
1787986362023495,110,-60,128
1787986362043635,110,-60,128
1787986362064207,110,-60,128
1787986362083535,110,-60,128
1787986362103975,110,-60,128
1787986362124136,110,-60,128
1787986362144149,110,-60,128
1787986362164068,110,-60,128
1787986362183673,110,-60,128
1787986362204545,110,-60,128
1787986362224013,110,-60,128
1787986362243460,110,-60,128
1787986362264373,110,-60,128
1787986362284144,110,-60,128
1787986362303542,110,-60,128
1787986362323670,110,-60,128
1787986362343430,110,-60,128
1787986362363891,110,-60,128
1787986362384035,110,-60,128
1787986362404513,110,-60,128
1787986362423985,110,-60,128
1787986362444341,110,-60,128
1787986362463930,110,-60,128
1787986362484211,110,-60,128
1787986362504436,110,-60,128
1787986362524410,110,-60,128
1787986362543935,110,-60,128
1787986362563514,110,-60,128
1787986362584340,110,-60,128
1787986362603793,110,-60,128
1787986362623524,110,-60,128
1787986362644455,110,-60,128
1787986362663984,110,-60,128
1787986362683748,110,-60,128
1787986362703839,110,-60,128
1787986362724057,110,-60,128
1787986362744081,110,-60,128
1787986362764020,110,-60,128
1787986362783650,110,-60,128
1787986362803518,110,-60,128
1787986362824002,110,-60,128
1787986362843930,110,-60,128
1787986362863835,110,-60,128
1787986362883712,110,-60,128
1787986362903991,110,-60,128
1787986362924303,110,-60,128
1787986362944405,110,-60,128
1787986362963802,110,-60,128
1787986362983938,110,-60,128
1787986363004216,110,-60,128
1787986363023729,110,-60,128
1787986363044086,110,-60,128
1787986363064534,110,-60,128
1787986363084387,110,-60,128
1787986363104167,110,-60,128
1787986363124297,110,-60,128
1787986363144228,110,-60,128
1787986363164491,110,-60,128
1787986363183501,110,-60,128
1787986363203871,110,-60,128
1787986363223603,110,-60,128
1787986363244137,110,-60,128
1787986363263777,110,-60,128
1787986363283570,110,-60,128
1787986363304437,110,-60,128
1787986363323616,110,-60,128
1787986363343495,110,-60,128
1787986363364285,110,-60,128
1787986363383612,110,-60,128
1787986363403844,110,-60,128
1787986363424382,110,-60,128
1787986363444357,110,-60,128
1787986363464532,110,-60,128
1787986363484287,110,-60,128
1787986363503558,110,-60,128
1787986363524415,110,-60,128
1787986363543884,110,-60,128
1787986363563413,110,-60,128
1787986363584235,110,-60,128
1787986363603970,110,-60,128
1787986363623671,110,-60,128
1787986363644341,110,-60,128
1787986363664098,110,-60,128
1787986363683898,110,-60,128
1787986363704402,110,-60,128
1787986363724432,110,-60,128
1787986363744017,110,-60,128
1787986363763616,110,-60,128
1787986363784266,110,-60,128
1787986363804211,110,-60,128
1787986363824127,110,-60,128
1787986363843678,110,-60,128
1787986363864498,110,-60,128
1787986363884621,110,-60,128
1787986363904257,110,-60,128
1787986363923887,110,-60,128
1787986363943922,110,-60,128
1787986363963778,110,-60,128
1787986363984300,110,-60,128
1787986364003832,110,-60,128
1787986364023621,110,-60,128
1787986364043695,110,-60,128
1787986364064429,110,-60,128
1787986364084051,110,-60,128
1787986364104486,110,-60,128
1787986364124222,110,-60,128
1787986364143673,110,-60,128
1787986364164398,110,-60,128
1787986364184171,110,-60,128
1787986364204378,110,-60,128
1787986364224133,110,-60,128
1787986364244114,110,-60,128
1787986364263869,110,-60,128
1787986364283834,110,-60,128
1787986364304133,110,-60,128
1787986364324232,110,-60,128
1787986364344282,110,-60,128
1787986364363670,110,-60,128
1787986364383682,110,-60,128
1787986364404186,110,-60,128
1787986364424223,110,-60,128
1787986364443492,110,-60,128
1787986364464281,110,-60,128
1787986364483903,110,-60,128
1787986364504317,110,-60,128
1787986364523683,110,-60,128
1787986364543770,110,-60,128
1787986364563923,110,-60,128
1787986364584024,110,-60,128
1787986364604384,110,-60,128
1787986364623815,110,-60,128
1787986364644218,110,-60,128
1787986364666200,110,-60,128
1787986364683774,110,-60,128
1787986364704037,110,-60,128
1787986364723634,110,-60,128
1787986364744235,110,-60,128
1787986364763502,110,-60,128
1787986364784491,110,-60,128
1787986364803632,110,-60,128
1787986364823685,110,-60,128
1787986364844484,110,-60,128
1787986364863523,110,-60,128
1787986364884098,110,-60,128
1787986364904453,110,-60,128
1787986364924248,110,-60,128
1787986364943543,110,-60,128
1787986364964487,110,-60,128
1787986364984462,110,-60,128
1787986365004870,110,-60,128
1787986365023741,110,-60,128
1787986365043945,110,-60,128
1787986365063913,110,-60,128
1787986365083924,110,-60,128
1787986365103690,110,-60,128
1787986365123872,110,-60,128
1787986365143982,110,-60,128
1787986365165330,110,-60,128
1787986365184210,110,-60,128
1787986365203638,110,-60,128
1787986365224251,110,-60,128
1787986365243823,110,-60,128
1787986365263887,110,-60,128
1787986365283881,110,-60,128
1787986365304370,110,-60,128
1787986365323873,110,-60,128
1787986365343606,110,-60,128
1787986365363761,110,-60,128
1787986365384118,110,-60,128
1787986365403653,110,-60,128
1787986365423845,110,-60,128
1787986365444191,110,-60,128
1787986365464089,110,-60,128
1787986365484183,110,-60,128
1787986365504067,110,-60,128
1787986365523835,110,-60,128
1787986365543503,110,-60,128
1787986365563610,110,-60,128
1787986365583433,110,-60,128
1787986365603756,110,-60,128
1787986365624381,110,-60,128
1787986365643478,110,-60,128
1787986365664195,110,-60,128
1787986365683598,110,-60,128
1787986365704206,110,-60,128
1787986365723751,110,-60,128
1787986365744409,110,-60,128
1787986365763684,110,-60,128
1787986365784484,110,-60,128
