capture_us,seq,tick_id,region_id,battery,roll,pitch,yaw,motors
1787986362297931,120789,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362316601,120798,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362342188,120807,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362358644,120816,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362376828,120825,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362399752,120834,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362417532,120843,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362436419,120852,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362457043,120861,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362477062,120870,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362499117,120879,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362516923,120888,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362536974,120897,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362560058,120906,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362577855,120915,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362596802,120924,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362618234,120933,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362637393,120942,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362658219,120951,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362677188,120960,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362697686,120969,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362724670,120978,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362738060,120987,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362757155,120996,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362779297,121005,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362797174,121014,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362816980,121024,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362838309,121033,0,255,94,2.16,14.73,10.85,-22;38.55;-2.94;-21.06;41.06;4.35;26.94;19.1;-0.59;27.41;16.59;0.35;-0.76;-12.39;56.06
1787986362858246,121042,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986362877957,121051,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986362897951,121060,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986362918160,121069,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986362937793,121078,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986362957500,121087,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986362976866,121096,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986362998505,121105,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363016961,121114,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363037354,121123,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363056838,121132,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363077298,121141,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363097288,121150,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363116844,121159,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363136915,121168,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363158518,121177,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363176714,121186,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363197051,121195,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363218588,121204,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363236886,121213,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363258580,121222,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363276555,121231,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363298058,121240,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363317293,121249,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363337956,121258,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363356848,121267,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363378319,121276,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363398315,121285,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363416362,121294,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363438195,121303,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363457172,121312,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363477225,121321,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363499916,121330,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363517121,121339,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363537911,121348,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363557652,121357,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363578082,121366,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363596863,121375,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363617258,121384,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363637442,121393,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363661303,121402,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363676571,121411,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363697280,121420,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363717058,121429,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363737054,121438,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363757611,121447,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363777492,121456,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363797776,121465,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363817454,121475,0,255,94,0.31,14.12,16.91,-24.82;37.92;-10.47;-17.29;42.94;9.06;26;21.61;-2.47;29.29;12.82;1.76;-0.25;-12.39;56.06
1787986363838626,121484,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986363857800,121493,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986363879523,121502,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986363897437,121511,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986363917725,121520,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986363936302,121529,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986363956874,121538,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986363977329,121547,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986363996652,121556,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364018186,121565,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364039350,121574,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364057494,121583,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364079594,121592,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364098436,121601,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364117019,121610,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364137520,121619,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364158479,121628,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364177254,121637,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364197433,121646,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364216509,121655,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364238232,121664,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364257304,121673,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364277858,121682,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364296586,121691,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364317298,121700,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364337772,121709,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364357063,121718,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364378966,121727,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364397972,121736,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364418923,121745,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364438426,121754,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364457166,121763,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364478628,121772,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364497381,121781,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364517174,121790,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364539095,121799,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364558073,121808,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364576940,121817,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364604016,121826,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364622695,121835,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364643317,121844,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364664980,121853,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364682571,121862,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364703073,121871,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364722169,121880,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364742488,121889,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364761793,121898,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364783642,121907,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364802894,121916,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364823073,121926,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364842253,121935,0,255,94,0.19,14.11,16.61,-24.82;37.92;-10.47;-17.29;42.94;9.29;26.47;21.61;-2.47;28.82;12.82;1.76;-0.25;-12.39;56.06
1787986364863080,121944,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986364883363,121953,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986364903548,121962,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986364922355,121971,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986364945621,121980,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986364963491,121989,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986364982285,121998,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365003840,122007,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365022785,122016,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365042361,122025,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365063032,122034,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365081810,122043,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365105029,122052,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365122117,122061,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365141502,122070,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365164299,122079,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365182106,122088,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365202345,122097,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365222278,122106,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365242792,122115,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365265557,122124,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
1787986365283002,122133,0,255,94,0.14,14.05,15.44,-24.82;37.92;-8.59;-17.29;42.94;9.06;26.47;21.61;-2;29.29;13.45;1.53;-0.25;-12.39;56.06
